3bfe94d4cdfa	Clawz	Oxygene	Vision	
3bfebcaf6396	FXL			
3c02024fe016				1994
3c0b2d4eda30	Rib	Bloodhouse	Stardust	
3c1a312cf7af	505	Escape	Remindtro	
3c1d1b0b7213	Simon			
3c24122c3d9c	Lai Shiuming			
3c28343999e3	Powapixel			
3c2bccf2fa9d	Barry Leitch~Ian Howe	Imagitec Design	Humans (Evolution Dino Dudes) Demo	
3c3cd56f8f68		Disk Busters Association	DBA Magazine #14	
3c3d919977f2	Toodeloo	Dead Hackers Society	Just Musix 4	
3c43a07b3465	Mantra			
3c5069069baf	Sound-Force			
3c52c2c586ce	Cyberpunk	The Germs	Cyberpunk modules	
3c57e353c782	Cedyn			
3c59741e3132	Teque	Aggression	Utopos	
3c6411023add	Ripguy			
3c77bffe65d3	Zaphrodd			
3c7838596d36	Deneb			
3c90912d7422	Tommy			
3c93ef7346cd	Red Ribbon			
3c9c6938b8fe	Lai Shiuming			
3ca630dc0328	Lector			
3cab70cb0067	Pegase			
3cad67386982		Dune	Racer 2	
3cad80049a85	Brainwasher			
3cb21ca45826	Clawz			
3cb69cce3366	Blue Tiger			
3cb7ade341a8	Front 6			
3cc3b2b819db	Roz			
3cc81c750f4c	Dave (.pl)			
3ccc5716440d	Mikee	Kuba	Club Culture Mix Pack #01	
3cce0198fb88	P.G.			
3cd50c405027	Chris	Unlimited Matricks	Dark Side of the spoon	
3cd547193d50	Stormbird	Wildfire	Life's a beat	
3cdcfceeb58c	Chromex			
3cecb55f278b	Tebirod			
3ced344f658c	Jean Baudlot	Delphine Software	Future Wars	
3cf647b7b90f	Spock			
3cf8e3d461e0		Julien Eyries	Zark	
3cff77cb9f24	Diablo~Psycho	Unknown	68040 Demo	
3d0c4ead4a28	Matt Furniss	Krisalis	Revelation!	
3d0eefde32a3	Cyberpunk	The Germs	Cyberpunk modules	
3d29cf6d5f50	ST Mixes			
3d2c06de7814	Simon			
3d38a3955e04	Dasse	Dead Hackers Society	Xmas 1997	
3d392f314c6c		Oxygene	ATARI Demo ToolChain	
3d53b6493d39	Teque			
3d5d0e6f03b8	Toodeloo	Alive Team	Alive Magazine #4	
3d6050c35aae	MC JEE			
3d663062aa5c	j.o.e.	Admirables	Module Disk Z intro	
3d679d8b6015	Domm			
3d6dea5331d1	Hagar	Addware	Airmania	
3d6e8e0a3af2	Richard Joseph	Ocean	Wizkid	
3d72e4bfe36b	VLX			
3d72eabf3aab	Yannis Brown	FUN Industries	Crazy Chippie Compile	
3d738abd37fb	AiO			
3d769b9899aa	Gregzy	Impact Software	Snacman	
3d7e0a9a9a5a				1996
3d8ffef4d376	DMA-SC			
3d9d48fcaba0	Allister Brimble	Storm	Indy Heat	
3db10db1bcfe	Toodeloo	Dead Hackers Society	Chippin' For Air! 1	
3db73c980e1e	AiO			
3dc6a59e910d	Beldoroon			
3dc6a95a02db	Teque			
3dc8c4413df7	Bartman			
3dccccae8ba6	Jean Baudlot	Delphine Software	Future Wars	
3dd07634bb70	Kenet			
3dd768724c78	Vince			
3dde18085864	Dasse			
3de755bd41f6	Blue Tiger			
3e021e417cae	Gozer	Flash	Flashy charts	
3e0b76c622f1	Gulligul	Dead Hackers Society	Tyranny Demo	
3e0bede47323	Cerror			
3e0d7fbbf6e4	Outzider			
3e1980d9635b	Lotek Style	.tSCc.~Avena	Fading Twilight PC Intro	
3e1fe6bb5db9	Betrayer			
3e2daaebf369	Gregfeel			
3e30a6878e00	AiO			
3e39d69e47ee	Betrayer			
3e3eb174d55d	Ferox			
3e3eb4a53ab7	Scy			
3e4296b54707	Rubbish			
3e50e1d88359	Matt Furniss	Core Design	Torvak the warrior	
3e56144d63be	Blue Tiger			
3e594f506c50	Moonshine			
3e67ce77fd87		Trigon Software	Blum	
3e6856f0b11f	Crawdaddy			
3e6eeffe18a7	Speechless			
3e74dd8c4f4b	Michael Bialas	Hudson Soft	Yo! Joe!	
3e77e3587a90	Oedipus			
3e82199c8720	Teque			
3e9c365ed93d	Tebirod			
3e9d6372de08				1999
3e9f7c03b7d2	Front 6~Stax			
3ea4e338b887	Steel	Extream	Whirlpool	
3eaa808510fc	Frequent			
3ec05c8e1545	Simon			
3ec36e0f2550	Dave (.pl)			
3ec6de324313	Lotek Style			
3ec7cf229ef5	Carl Forhan	Songbird Productions	Protector	
3ec8a5c18c7c	Mikey			
3ed454404ab5		Oxygene	ATARI Demo ToolChain	
3ed49e17e1b2	Lot			
3ee39bf8100c	Martin Iveson	Core Design	Chuck Rock 2	
3eebcf063cf0	Dave J. Rogers	Hewson	Exolon	
3ef55a4adeaf	Simon			
3ef5c566fed1	Dumbo			
3efb8f38b048	Tinker	Teenage	Crackman in search for his dealer	
3f03fc417367	Vivid			
3f0f02177c91	505	Matthias Domin	Clicks	
3f133fed3166	Moonshine			
3f138efaf4ff	Cerror			
3f1c28a34cdd	Gary			
3f29270d29d5	Vigilante			
3f2d923459fd				2017
3f2e342bb68b	Julio Martins~Ryo Inayaki	Expose Software	Son Shu-Shi	
3f2ee5b84ffc	Simon			
3f3415a8462b	Teque			
3f3d7ccf5efa	Kenet	Private	LTP1 Invitro	
3f4194d2330a	Mr. Wrobel	Acid Team	Black And White Demo	
3f6022bb1c4c				2011
3f60f1994706	Red Mercury			
3f7209b81bf4	Allister Brimble	Ocean	T2: The Arcade Game	
3f74aec5a19a	Mantra			
3f76cb86a514				2008
3f77c23355c8	Dasse			
3f7fdcc69073	Tommy			
3f8335dd9953				1997
3f83bdd58632	Timbral			
3f87437feeef	ST Mixes			
3f8bfb6c8b04	D.D			
3f8f6e1ade47	Vivid			
3f9123e45e8c	AiO	Dead Hackers Society~Evolution	deeztort	
3f95ce837ebe	Djamm			
3f982f272e3a	Ripguy			
3f9a5b5e9906	Teque	Bloodhouse	Stardust	
3fa2254eb8d5	Iso			
3fa719b6aa6e	Tim Moldenhauer			
3fb49bf1ecb1	Alan Parker	ST Knights	Energy for you 2	
3fb624a98f02	Wizard	Effect	Lemmings – the tracks	
3fba2d862b41		Oxygene	ATARI Demo ToolChain	
3fc215b617f9	Blue Tiger			
3fc3de84a933	Soul	FUN Industries	Crazy Chippie Compile	
3fc4a435a8bc	Miggy			
3fcb749311ee	Xtream			
3fcc610bacef		Disk Busters Association	DBA Magazine #13	
3fe1114ee3cd				1997
3feeb8546649		Black Monolith Team	Stunt Car Racer Cracktro	
3feff3385185	Dave (.pl)			
3ff5d2895235	Zigo			
3ff6b68297b8	Blue Nun	Crystalic	Gnurk Demo	
3ffe027c3b49	Roz			
3fff37c8e4ff	Eternity			
4002251ef2e8	Martin Iveson	Core Design	Heimdall	
400376b078f9	Toovey			
4006a7103f1f	Toovey			
400789af9c51	Badsnail			
4009846e4601	Shrimp	New Core	Coreflakes	
400d1b44d9c2	Clawz	Bomb!	Fears preview	
400f32f10594		STune Development Team	STune V0.82	
400fe0c470ce	Brian Johnston~David Whittaker~Raymond Usher	Psygnosis	Lemmings 2: The Tribes	
401327d71d53	Oedipus	Demografica	Union demo 98	
4014c9d9b452	White Ninja			
40177641ee86	Matthew Simmonds	Atari Corp.	Llamazap	
401c5569d5fa	Babydee			
402a9c9b3dfe	Ripguy			
40316cef0891				2000
4031a80bfe4f	Blue Tiger			
4037dde5aefc	Mantra			
403aa8012557	Tebirod			
403b09db9e60	Mercure			
403c3426f4e5	Sgt. Slayer			
403df8f9d198		Falcon Users Netherlands	Funscape mag #1.5	
40457ac67942	Alan Parker			
404772ad5bc4	Aki Nordman	Force Design	Mad Bodies	
405641c01b66	Bart of Noise	Megabusters	Hellraiser Demo	
40566a112e19	Matt Furniss	Krisalis	Mad Professor Mariarti	
405905c6177c	Teque			
405e349cf950	Jean Baudlot	Ocean	Beach Volley	
405f8be3fe15	Skidz	Hydroxid	Love vs Darkness	
40617cb0e4a5	Beatbox			
40796022336d		Foundation Two	Sunshine	
407a1c571692	Charon			
407d5aa469f2	Matt Furniss	Tengen	Badlands	
4086880be139	Raymond Usher	Psygnosis	Lemmings 3	
408c8aeccf71	Dubmood			
4094983ec013	Mike Clarke	System 3	Last Ninja 2	
409b0248610d	Tommy			
409c44d4820d	Cerror			
40a0e34ea3c8	ST Mixes			
40aca8dcad46	Seabrush			
40af917e9ff3	Nativ			
40b22f038f70	Djamm			
40b48735bbf3	Matthew Simmonds	Inner Circle~Sonic Projects	A little music demo	
40b52fccac2a	Vince			
40b67ea5ca55	ST Mixes			
40bf1d1aee8c	Nuke	The naughty bytes	Sunrise	
40c476acfe3a	Badsnail			
40c7b9932e98	ST Mixes			
40cf60f3ec24	BB Fuck			
40dfb150e47c	Bartman			
40e29b53f905	Mantra			
40e3d8c597dc	Kenet			
40f354fa9c4c	Bernard Sumner	FUN Industries	Crazy Chippie Compile	
40f55691f1d9	Clawz			
4100aa9fa5c9	Dump			
412ad4b1df70	Simon			
414a01fac66c	MSG			
414aeb933436		Opium	Rave	
414c795e3008	Djamm			
414f428a6016	Zyx	Opium	Rave	
4151a94acde2	Cerror			
4153494f647e	Betrayer			
415608a83715				1995
4159eae1bc83	Karsten Obarski	Duranik	Impulse	
4160b4c78522	505	Dead Hackers Society	Just Musix 4	
4162dc918b1d	Jason Whitely	Electronic Arts	John Madden's American Football	
41643f122dfc	Outzider			
4166b90e000a	Heatbeat	FUN Industries	Crazy Chippie Compile	
416bc1607649	Oedipus			
41731e5810b6	Iso			
41735a90feb2	X-Ray			
417d24b76f1a	Roz			
41806b74db1e	Ripguy			
4182988b9859	Tolli	The Lazer Heads	TLH's Greatest Hits	
418a0ac9754b	Patrick Phelan	Gremlin Graphics	Lotus Esprit Turbo Challenge 3	
418c3aee1cf2	Front 6			
419d60855935	Djamm	Bomb!~Nomad	Squeezed	
41a283a6ce6f	Richard Joseph	Millenium	Robocod (James Pond 2)	
41a66a1a4c81	Tebirod			
41a9279f2fef	AiO			
41ad7e3c8a6f	Simon			
41b4c9d00fa6		M.C.S.	Delirious Demos 4	
41b6f9cb5756	Miggy			
41bf3a40e6cd		Rafal Kawecki	D.C.K.	
41c682e8ca3f	Toodeloo	YesCrew	Softer Side Of Toodeloo	
41cab86b9fe8	Cedyn			
41d9ab9bf987	Thomas			
41e2df10887b	Surf			
41e62cff7fca		Fun Industries	Fun	
41ef5b4f9497		Wild Boys	Digi-Synth 1 Demo	
41f3b6180db1	Djamm	Crac	Fish	
41fa6c342cb6	Roz			
41fbb2560b3f			TCB Tracker Conversions	
41fc5197a3ef	An Cool	The Carebears	M-Demo 4	
421951f2d10c	Ironside	Eagles	Impact Menu #40 intro	
422810ccb544	505	Checkpoint	Modulation 2	
422a4302cc40	Ladislav Divis	Empty Head	Tetris II Strikes Back	
422b09c0e748	Charon			
422dfd88385b	Rib	Bloodhouse	Super Stardust	
422ff1a8b14a	Nativ			
42398cf203eb	LBM			
423e8b133458	Lot			
4241ab65210a	Front 6	WBW Software	Confusion	
42425b08a1b1	Kane Wood			
42468d4b7935	Rib	Bloodhouse	Super Stardust	
42491e7becc9	Tebirod			
424faf605f05	Raster (.pl)			
4253e5139e7c	Roz			
4256f4f1f6bd		Oxygene	ATARI Demo ToolChain	
4258073750c2	Mephistow			
42588fd22ea3		Junosix	Future Wars Music Demo	
425aa242fa49	Cyberpunk	The Germs	Cyberpunk modules	
425c2ff953f4	Crazy Q			
425ddb9acb15	Gozer	Flash	Paralax 2 demo	
425f2ca2eba6	Dump			
425fd3b918cb	Martin Iveson	Core Design	Chuck Rock 2	
427512628f48	The Sonar			
427a7fbb35ae	Kenet	Ribbon	Wartro	
427bc6da1284	Djamm			
428f8e7291ca	Dave (.pl)			
42904e4d3a6a	Manic			
429e60672b80	Dump	Fuzion	Fuzion CD #173 intro	
42a27126751b	Marillion	Unique Development Sweden	Substation	
42a74e6a54cd				2001
42ab938c1d94	Mike	Exonic	Pathetic Performance	
42b68f8497a2	AJT			
42c1a6bcce72	Simon			
42c9e7cc3d56	Alastair Lindsay~Kevin Saville	Atari~Imagitec Design	I-War	
42d444d0262b	Patrick Phelan	Gremlin Graphics	Zool 2	
42ea045c14d0	Blue Tiger			
42f1345731aa	Yerzmyey			
42fee8f4a318	Ripguy			
4305341f08ac	Tommy			
43057a79eaf6	C-Frog			
430b3a077097	Blue Tiger			
430bb51c63cc	Djamm	Kloon	Orbital	
430edfaf6945	Mateoos			
43104b3ca83f		Falcon Users Netherlands	Funscape mag #1.5	
431c79af577a	Simon			
431e9679a912		Oxygene	ATARI Demo ToolChain	
432617788104	Splash			
4328a4c4db5f	Dave (.pl)			
43298ef81e99	ST Mixes			
432abb48e784	Beldoroon			
4331f8e576b0	Domm	Animal Mine	Great Stuff Compilation #63 Intro	
4333e6e7d921	Marcer			
4333f9ce5336	Alan Parker	ST Knights	Energy for you 1	
43421d5be387	Mantronix~Tip	Aura	Hifidelity Dreams	
4348b0a40d17	Pegase			
4354bebc760d	Badsnail			
43586603a4fa		Lamers	Silly Venture 2k18 Invitation	
435b640a5fe6	Mantronix~Tip	Holocaust	Choice of gods	
436cd264a739	Julio Martins~Ryo Inayaki	Expose Software	Son Shu-Shi	
436f465d000a	Lynxx			
43752feff3ba	Demon X	The Wild Boys	Hardcore Dancefloor	
437cbbf24bd6	Rhino			
4384289822c3		Floppyshop	Around the world	
43855c083125	Outzider			
43922d4fc217	Roz			
4394cc102460	Peylow			
4394dd1a80b2	Mifsud			
439c4dd5457c	Cedyn			
43aeb8258f23	A. Phy	Trigon Software	Blum	
43af8dee0d56	Furax	Scarface	Nevermind the bollocks	
43ba0c2a0590		Falcon Users Netherlands	Sokoban	
43ca2637e119	Lapatikk			
43cce7a60f90				2010
43d8a89a6505				2000
43d9cd46fa72	Factor 6			
43dcd2c255d0	Roz			
43e2fcb4b89b	Cerror			
43e5170dface	Speechless			
43efb27c3e86	Bartman			
43f005b21d07	Steve Scaove	Krunch Korporation	Gorf 2000	
43f7231dc485	Frequent			
43f95c0ce394	Tim Wright	Psygnosis	Shadow of the Beast 2	
43fa066cbeba	Lot			
43fb9bc860a9	Scy			
43fd36dd6a8e	Rhino	Flair	Ralley Racer AGA	
4402fa24ad6b	Steven W. Green	Empire	Sleeping gods lie	
440a03c569cd	Rib	Bloodhouse	Super Stardust	
4411753ccc7e	Juri			
441206f20688	Dasse			
441358bff0ec	Front 6	The Independent	Nefdos13	
441d88e3309a		New Beat	FlexTrax V0.9	
442245329047	D.D			
44243511e7f1				1994
4424e26b2e82	Patrick Phelan	Gremlin Graphics	Zool 2	
4425bbd8dfac	Teque			
44272cc116b2	Patrick Phelan	Gremlin Graphics	Hero Quest 2	
442a38be584b		Caspian Software	Rock'n'Roll Clams	
442af6d18e18	Clawz			
443b8196e328	Raphael Gesqua	Delphine Software	Flashback	
4443f7fb075c		Crystalic	Crystalic Collection #1	
444cc56f27bd		Empire	International Sports Challenge	
445033ebcede		Dune	Racer 2	
4450b750d9fc	505	Dead Hackers Society	Just Musix 4	
44554260f3bd	Dolphin	FUN Industries	Crazy Chippie Compile	
44623d73304c	Spaz	Unlimited Matricks	Dark Side of the Spoon	
44643f7ef119	Kane Wood			
4469b885a458	Hydra	FUN Industries	Crazy Chippie Compile	
446f97636ff7	Dr. Max			
44736d87dc8d	MSG	Reservoir Gods	Snowstorm	
4475f618ae6a	Teque			
4479bd091d27	Max			
4479fd9869a5	Clawz			
447ad4a5eefd	Latyl			
4483ec41a62c	Matthew Simmonds	Atari Corp.	Llamazap	
4487d45b2bb2	Cerror			
448ac74007ee	Toodeloo	Dead Hackers Society	Just Musix 2	
448dacd082ca	Toodeloo	Dead Hackers Society	Just Musix 4	
448ed42175b0	Rhino	Ocean	Sleepwalker	
44989bcab79e	Wes Powell			
449e35ac0eac	Front 6			
449ff0295666	Cerror			
44a640b2f6bc	Winchester	Hydroxid	Symposium'96 Contribution	
44a943ff533a	Sir Bart			
44ad71599d1f	Toodeloo	Dead Hackers Society	Dream Dimension	
44ad7b07a673			TCB Tracker Conversions	
44b16560fea1	Moonshine			
44bbd1b73e4b	Groovemaster	Impulse	Angest	
44c224dd0c2a	Tebirod			
44c4c2a07593	Bart of Noise	Megabusters	Switch	
44d70ed4fbcc	Ripguy			
44e1dda9bfbb	Oedipus			
44ee98a337df	Djamm	Bomb!~Nomad	Squeezed	
44f3fefa5202		Oxygene	ATARI Demo ToolChain	
44fc130e1b19	Clawz			
450128045e4e	Iso			
4501c0c7b8c5	Ian Howe	Atari Corp.~Imagitec Design	Raiden	
4505e80df58b	Red Devil			
4510bb499273	Badsnail			
451269c9f36c				1993
4523aed0dc74				1997
45267101a8a0	Front 6			
452b536822d8				1994
454846617e44	Red Ribbon			
454fb67590eb	Roz			
4558381494d1	Roz			
4559a4ca7757	Tebirod			
456545df7f40	Radium	FUN Industries	Crazy Chippie Compile	
45781e7330de	Karsten Obarski	The Exceptions	The Amiga Demo	
4582475520ac	Domm			
458268da456e	Ayreon			
4588690a5e2e	Tomas Dahlgren	Virgin	Double Dragon 2	
458c09f86236	Tim Wright	Psygnosis	Shadow of the Beast 3	
4591930c38ac		Titus Software	Super Cauldron	
4599a55869ec	Pardalis			
45a438118da5	Ripguy			
45ab4d7b27fd	Aleksi Eeben	Terramarque	Elfmania	
45ae2d381438	Dr. Max			
45c55a35a360	Nemesis	EKO	Epidemic Musicdisk	
45c6bb5f19e3	Dump			
45c7cf3522f9	Kenet	Ribbon	URYÄ	
45cdfbc624a3	Aleksi Eeben	Terramarque	Elfmania	
45db4cfdf0ea	Nietoperek			
45df35b92482	505			
45e1ad3ba4c8	Roz			
45e901c6f459	D-Force			
45e9671321fc	Dr. B aka Jenkins			
45f0fdd119b1	Bartman			
45f8f2c87598	Toodeloo	Dead Hackers Society	Just Musix 4	
45fa57cb8506			TCB Tracker Conversions	
460497d47cef	Danny Oneway			
4610fc917706	Toodeloo	Dead Hackers Society	Chippin' For Air! 6	
46126bc1d1ae	Radium	FUN Industries	Crazy Chippie Compile	
461a9035451a	Bruce			
461e15f36a25	505			
4627b2641687	Timbral			
462b7f52a295	Toodeloo	Dead Hackers Society	Just Musix	
462c50c03ed0	Hamtech			
46323c2f2f97	Teque			
463b3ca579a0	Roz			
463fddd6916a	Domm	Animal Mine	Great Stuff Compilation #42 Intro	
4646469f2267	Raster (.pl)			
464fb3c319ef	Jess			
465010050145				1999
465424f988d0	Outzider			
4657d3009bbd	Teque	Aggression	Utopos	
465951860263		Zodiac	Techno Disc Number 1	
465a5ee0c421	Oedipus			
4666f898755b	Buster	Lazer	A Little Bit Insane	
467175a3e854	Legwan			
467567be338d	Brainwasher			
467f4e254dbc	Bartman			
4688abc469df		.nUn.	Nun demo	
46936062691e	Bart of Noise	Impact	Dangerous fantasies	
4699cb998fe6	Phoenix	The Chaos Engine	TCE Music Compile #01	
46a4ed139a86	Toodeloo			
46aa62b062f9	Martin Iveson	Core Design	Heimdall 2	
46acfbd4fb46	!Cube	Hysteria	Droject	
46ad4f3e67c4	Leviathan	EKO	Epidemic Musicdisk	
46bd9b1af6b5	Zonk (.se)			
46bf66409bde	STAX	Lazer	A Little Bit Insane	
46c3b3a32164	Dr. Max			
46c45807196b	Josh			
46cdc8114026	Badsnail			
46cfbc56d503	Matt Furniss	Ocean	Chase H.Q.	
46ec39fa1dba	Dumbo			
46ef3e81bcee	Juri			
46f1aca43b25	505	Matthias Domin	Clicks	
46f738a94144	Kenet			
46f9145a3438	Frequent			
4700377831be	Flow	FUN Industries	Crazy Chippie Compile	
470b9f36b6d2	Deelite	FUN Industries	Crazy Chippie Compile	
470ba5e2a3dd	Tommy			
47182d16d46d	Nightlight	Black Boxes	Ventilator demo	
471fa1587386	Moby	Equinox	The Vodka Demo	
472bcfa08cdb	Dasse~Toodeloo			
472c199d2934	Teque			
47331f7fe702	Kenet			
47352543a323		Imagitec Design	Space Junk (demoversion)	
47360be6638c	Dave (.pl)			
473c88b3d60c	Rhino			
473f9200ca3b	Allister Brimble	Grandslam	Thunderbirds	
474ddc437cd4		Falk'Asso	Falk'Mag Issue 07	
4754d540b333	Dave (.pl)			
4757cb613275	Michael Bialas	Hudson Soft	Yo! Joe!	
476391e507de	LST			
47698c7b574a	Ripguy			
476acb851bc5	Osmose			
4777af317f15	Kane Wood			
478771f88494	Raster (.pl)			
478ee0d65fa5	Fabrice Hautecloque	Silmarils	Ishar	
478f44ab09d5	Richard Joseph	Sensible Software	Sensible Soccer 1.0 & 1.1	
479af9b1b93f	Toodeloo	Dead Hackers Society	Just Musix 4	
479bb629da93	D.D			
479cbbdca15d	7an			
47a3a722e136				1997
47a4205f2bf1	Toodeloo	Reservoir Gods	Maggie Issue #27 Falcon Version	
47a465d90253	Teque	Armada~Trauma	Altparty 3 Invite	
47a779a0a40e	Djamm	Disk Busters Association	DBA Magazine 14	
47ab13b4da59	AiO			
47aecba72ed1	Dump			
47b3417eaf39	Kane Wood			
47bff5d84cc1	Bartman			
47c35e5f53a0	OLR			
47c3e3157e95	4Mat	FUN Industries	Crazy Chippie Compile	
47c5213a7c50	Nuke	Impact	CD Module 4	
47c759196715	Groovemaster	Impulse	Bugs from outer space	
47cf65697e81	Tommy			
47d9c92988f7	Frequent			
47dd6a8d125a	Seabrush	Ultimaa	Bullet	
47ec37601b51	AiO			
47ee962f2e3e	Moonshine			
47f9ba16bbc9	Cash~Killer			
47ff965d918c	Ripguy			
4800c3b0adb7	Aleksi Eeben	Terramarque	Elfmania	
48081d2b8f4c	D-Force			
4812cef5dcb7	Cyberpunk			
481776663d78	Front 6			
4818dc4a2918	Red Devil			
481c74b3814d	Pat	Hemoroids	Hemosound 2	
482022544f68	Tebirod			
4820780b478d	Lee Wright~Tim Wright	Psygnosis	Awesome	
48238a800f07	Bruce			
4823e22a0a01	Rhino			
4825b65eb10a	Lot	The naughty bytes	When hifi dreams become reality	
4827f5c1daa1	Dump			
482f81250100	Derek			
48320404a239	Andrew Parton	MicroProse Software	Knights of the sky	
483279699937	X-Ray			
4842928ad9e1		Oxygene	ATARI Demo ToolChain	
484b73b6e37e	Sinis			
48508fe35754	Cyclone			
485f9e02da4f	Toodeloo	Dead Hackers Society	Chippin' For Air! 1	
4863f2b580e5	Chipper	New Power Generation	Music for the masses vol. V	
4865bb391223	Techno			
4866f1c13911	Cerror			
486b91edc69f	Mr. Future			
486f673654cb	Rhino			
486fb8d8cbfb	Kenet			
48717753484a	AiO			
488faa34cff2				1993
48a5f5209356	AiO			
48ac27dceb16	Frequent			
48c4a03b5c0f	Miggy			
48c4fd0c7301	Dave (.pl)			
48d3813be011	Sally			
48d724296f08	Alastair Lindsay~Kevin Saville	Atari~Imagitec Design	Bubsy	
48dd441e8a2f	Oedipus			
48e1bec91f57	Front 6			
48e9144fcb0a	Beast	The Syndicate	Delicious Disc 29 intro	
48ee7bb986ec		Falk'Asso	Falk'Mag Issue 08	
48f0bd071119	Mark Nobes	The Golden Dawn	PD Menu 09	
48fc2c8293a0	The Sonar			
49003fbca912	MSG			
491678f294ad	BB Fuck			
4922f85d270c	Iso			
4937f8e65cc9	Jess			
493a591b2b1e	Djamm			
493c08cb9ac9	Vince			
4955f0a566d9	Fabrice Gillet	Atari Corp.~Miracle Designs	Atari Karts	
495af08d8367	Alan Parker	ST Knights	Energy for you 1	
4972d2de5b84	Roz			
4974cca2a565	Fox 1			
4978e006f63d				1996
497cf3103bce	Teque			
4983f05b6bc6	Barry Leitch~Ian Howe	Imagitec Design	Humans (Evolution Dino Dudes) Demo	
4988844dba7c	Charon	NATO	Nato Sound demo 4	
4988867c8e22	Frederic Hahn	Thalion	Atomix	
499058286db9	Cerror			
4994ebba3081	Matt Furniss	Domark	Hard Drivin'	
4999146ab281		Opium	Rave	
499a98fa7de2	Tyan			
499e074b3e22		Disk Busters Association	DBA Magazine #14	
49a2e2b3016a	Splash	Unmaterials	Silverstone BBS Intro	
49a361da796b	MSG	Reservoir Gods	Godboy: Bombjack	
49a81efebdfe	Luebke	Paranoia	Breakdance	
49ac5b15ebd4	Sir Bart			
49b49726c13a	Justin Scharvona	U.S. Gold	Godfather	
49bd259279f6	Cedyn			
49c257f5a6e3	Yerzmyey			
49db3e598f78	505			
49df55746709	Mifsud			
49e07d4d9c77	Dubmood			
49ea978e9f47	Speechless			
49eafcaeade6	Tim Bartlett	Millenium	Kid Gloves 2	
49f2f3ee8cb0	SLL	Impact	CD Module 3	
49f615a613db	Juri			
4a1159395ea2	C-Frog			
4a1399a3c7dc	Mub	FUN Industries	Crazy Chippie Compile	
4a1d906ac37c	Barry Leitch	Gremlin Graphics	Harlequin	
4a48b5c5a05e	Sir Bart			
4a507f66a852	Blue Tiger			
4a55cf851429	Roz			
4a6c4745b583	FXL			
4a72500c462a	Richard Joseph	Time Warner Interactive	Rise of the robots	
4a74c07e97bb	Haiko Ruttmann	Blue Byte	Great Courts 2	
4a7592a86888	Cerror			
4a88bc56cc8e	Stormbird	Wildfire	Life's a beat	
4a89409fd2da	Smith	MJJ Productions	Anomaly Demo	
4a8a272399e9	505			
4a8e33eb5dfb	Tommy			
4a9600ea791b		Empire	International Sports Challenge	
4a9638eb6f99	Patrick Phelan	Gremlin Graphics	Lotus Esprit Turbo Challenge 3	
4a993eb2d2e8	Ripguy			
4aa2e69e2bc2	Ripguy			
4aa7a679d057	Roz			
4aa8268c436d	Scavenger			
4aa9b4abf43c	Timbral			
4ac487201850	Butter			
4ac4b9226676	Brian Johnston~David Whittaker~Raymond Usher	Psygnosis	Lemmings 2: The Tribes	
4acc58bec8b8	Frequent			
4ad6534a92ac				1995
4ad69a5df022	Terry			
4ad74d9e0e3d	D-Force			
4adb2dccb593	Illusion			
4adb50bdd7e5		Oxygene	ATARI Demo ToolChain	
4adf98c7aff6	Blaizer	Pure Energy	Sound Disc 1	
4aeaae6b87b3	Shaun Southern	Gremlin Graphics	Lotus Esprit Turbo Challenge	
4aecdc26c52d	Andrew Barnabas	Sales Curve	Swiv	
4aedd92fba68	Lynxx			
4af78537df69				1995
4afa4098eeb5	Brainwasher			
4b057ecca2b4	Jess		Teddy Bear	
4b09903ed1c7	Kane Wood			
4b0bdaa779dc	Frequent			
4b0c754239ea	C-Frog			
4b0ecd4d8b43		Falcon owners group	Falcon update digital #7	
4b102dcd29e9	Simon			
4b2234a9c6fc	Toodeloo			
4b2ae41ab2a0	Juri	Therapy	Wurscht wie der Ordner heisst	
4b3703c16011	Tomchi			
4b38ae6cb379	Blue Tiger			
4b3c014c08f4	White Ninja			
4b3e9f6024d0	Fuzzkid			
4b447703d8e5	Tommy			
4b4d1aae61a7	Matt Furniss	Krisalis	Soccer Kid	
4b4dc41e83f3	Clawz			
4b4eb2b04962	Rhino	Torment	Music Disk #01	
4b51730ba9c4	Red Ribbon			
4b52bb86e1f7	Lynxx			
4b5b41b96d17	Brian Johnston~Tim Wright	Psygnosis	Lemmings	
4b5c817f8dcc	Martin Iveson	Core Design	Chuck Rock 2	
4b5d68ba5498	Domm			
4b649d2b2950	Kbx128	Therapy	Gigafun96 - 96ktro	
4b6c57fb1a1f		Falk'Asso	Falk'Mag Issue 10	
4b6ce44ed855	Dr. Bully	New Power Generation	Music for the masses vol. V	
4b6f2ae54410	Speechless			
4b73e87c700e	Moonshine			
4b824b0de7d1	Ripguy			
4b867e3a637e	Frequent			
4b89e2208ba6	Tim Wright	Psygnosis	Shadow of the Beast 3	
4b8c51e500ad	Fabrice Hautecloque	Silmarils	Transarctica	
4b8cdd8fedb9	Ripguy			
4b8da11254d7	Simon			
4b91869e1ca1	X-Ray			
4b92e7c2d021	Beast			
4ba3fffa519c	Tinker	Teenage	Crackman in search for his dealer	
4baa31c40021		Dead Hackers Society	Just Musix 4	
4bb916f4575b	Toovey			
4bd09b4c0fb1				1997
4bdd87eb4b6d	Sky	Hemoroids	Hemosound 2	
4be1d77efe53	Moonshine			
